,word,dante,schaede,dd,avg,var,class
65,bullshit,1.0,1.0,0,0.6666666666666666,0.22222222222222224,True
66,bully,0.0,1.0,0,0.3333333333333333,0.22222222222222224,False
67,bungler,1.0,0.0,0,0.3333333333333333,0.22222222222222224,False
68,burdensome,1.0,0.0,0,0.3333333333333333,0.22222222222222224,False
69,burrhead,2.0,0.0,2,1.3333333333333333,0.888888888888889,True
70,butchery,0.0,0.0,0,0.0,0.0,False
71,cancer,0.0,1.0,0,0.3333333333333333,0.22222222222222224,False
72,cancerous,2.0,1.0,0,1.0,0.6666666666666666,True
73,cannibalize,0.0,1.0,0,0.3333333333333333,0.22222222222222224,False
74,capricious,0.0,0.0,0,0.0,0.0,False
75,capriciousness,0.0,0.0,0,0.0,0.0,False
76,careless,0.0,0.0,0,0.0,0.0,False
77,carelessness,0.0,0.0,0,0.0,0.0,False
78,carnage,0.0,0.0,0,0.0,0.0,False
79,celesbian,0.0,0.0,0,0.0,0.0,False
80,charva,1.0,0.0,1,0.6666666666666666,0.22222222222222224,True
81,charver,1.0,0.0,1,0.6666666666666666,0.22222222222222224,True
82,chav,1.0,0.0,1,0.6666666666666666,0.22222222222222224,True
83,cheat,0.0,0.0,0,0.0,0.0,False
84,cheat,0.0,0.0,0,0.0,0.0,False
85,chonky,0.0,0.0,0,0.0,0.0,False
86,chug,0.0,0.0,0,0.0,0.0,False
87,cliche,0.0,0.0,0,0.0,0.0,False
88,clumsy,0.0,0.0,0,0.0,0.0,False
89,cock,1.0,0.0,0,0.3333333333333333,0.22222222222222224,False
90,cocky,0.0,1.0,0,0.3333333333333333,0.22222222222222224,False
91,cold,0.0,0.0,0,0.0,0.0,False
92,complacent,0.0,0.0,0,0.0,0.0,False
93,conceited,1.0,0.0,0,0.3333333333333333,0.22222222222222224,False
94,contempt,0.0,0.0,0,0.0,0.0,False
95,coolie,1.0,0.0,1,0.6666666666666666,0.22222222222222224,True
96,coon,2.0,2.0,1,1.6666666666666667,0.2222222222222222,True
97,cooter,0.0,0.0,0,0.0,0.0,False
98,corrosive,0.0,0.0,0,0.0,0.0,False
99,cracker,1.0,1.0,1,1.0,0.0,True
100,crap,1.0,0.0,0,0.3333333333333333,0.22222222222222224,False
101,crass,0.0,0.0,0,0.0,0.0,False
102,craziness,0.0,0.0,0,0.0,0.0,False
103,cringe,1.0,0.0,0,0.3333333333333333,0.22222222222222224,False
104,cripple,1.0,2.0,0,1.0,0.6666666666666666,True
105,cripple,1.0,2.0,0,1.0,0.6666666666666666,True
106,crude,0.0,0.0,0,0.0,0.0,False
107,cruel,1.0,0.0,0,0.3333333333333333,0.22222222222222224,False
108,cuck,1.0,1.0,1,1.0,0.0,True
109,cunt,2.0,2.0,2,2.0,0.0,True
110,curse,0.0,0.0,0,0.0,0.0,False
111,cursed,0.0,0.0,0,0.0,0.0,False
112,dago,1.0,2.0,1,1.3333333333333333,0.2222222222222222,True
113,damn,0.0,0.0,0,0.0,0.0,False
114,darkey,1.0,2.0,1,1.3333333333333333,0.2222222222222222,True
115,darkie,1.0,2.0,1,1.3333333333333333,0.2222222222222222,True
116,dawdle,0.0,0.0,0,0.0,0.0,False
117,debauchery,0.0,0.0,0,0.0,0.0,False
118,deceitful,1.0,0.0,0,0.3333333333333333,0.22222222222222224,False
119,delinquent,1.0,0.0,0,0.3333333333333333,0.22222222222222224,False
120,deluded,1.0,0.0,0,0.3333333333333333,0.22222222222222224,False
121,demean,0.0,0.0,0,0.0,0.0,False
122,demonize,0.0,0.0,0,0.0,0.0,False
123,denigrate,1.0,0.0,0,0.3333333333333333,0.22222222222222224,False
124,despotic,1.0,0.0,0,0.3333333333333333,0.22222222222222224,False
125,despotism,1.0,0.0,0,0.3333333333333333,0.22222222222222224,False
126,destroy,0.0,0.0,0,0.0,0.0,False
127,destructive,0.0,0.0,0,0.0,0.0,False
128,detest,0.0,0.0,0,0.0,0.0,False
129,detestable,1.0,0.0,0,0.3333333333333333,0.22222222222222224,False
130,devil,1.0,1.0,1,1.0,0.0,True
131,dhimmi,0.0,1.0,0,0.3333333333333333,0.22222222222222224,False
132,diabolic,0.0,0.0,0,0.0,0.0,False
133,diatribe,0.0,0.0,0,0.0,0.0,False
134,dick,1.0,1.0,1,1.0,0.0,True
135,dictatorial,1.0,0.0,0,0.3333333333333333,0.22222222222222224,False
136,dinge,2.0,0.0,1,1.0,0.6666666666666666,True
137,dink,0.0,0.0,0,0.0,0.0,False
138,disbeliever,0.0,0.0,0,0.0,0.0,False
139,discouraging,0.0,0.0,0,0.0,0.0,False
140,disdainful,0.0,0.0,0,0.0,0.0,False
141,disgraceful,1.0,0.0,0,0.3333333333333333,0.22222222222222224,False
142,disgust,0.0,0.0,0,0.0,0.0,False
143,disgusted,0.0,0.0,0,0.0,0.0,False
144,dishonest,0.0,0.0,0,0.0,0.0,False
145,dishonesty,0.0,0.0,0,0.0,0.0,False
146,dishonor,0.0,0.0,0,0.0,0.0,False
147,disillusion,0.0,0.0,0,0.0,0.0,False
148,disintegrate,0.0,0.0,0,0.0,0.0,False
149,disloyalty,0.0,0.0,0,0.0,0.0,False
150,dismal,1.0,0.0,0,0.3333333333333333,0.22222222222222224,False
151,disrespect,0.0,0.0,0,0.0,0.0,False
152,disrespectful,0.0,0.0,0,0.0,0.0,False
153,distasteful,0.0,0.0,0,0.0,0.0,False
154,div,,0.0,0,0.0,0.0,False
155,douchbag,0.0,1.0,1,0.6666666666666666,0.22222222222222224,True
156,dragon,0.0,0.0,0,0.0,0.0,False
157,drain,0.0,0.0,0,0.0,0.0,False
158,dubious,0.0,0.0,0,0.0,0.0,False
159,dud,1.0,0.0,0,0.3333333333333333,0.22222222222222224,False
160,dullard,1.0,0.0,1,0.6666666666666666,0.22222222222222224,True
161,dumb,1.0,1.0,1,1.0,0.0,True
162,dumbass,1.0,1.0,1,1.0,0.0,True
163,dummy,1.0,1.0,1,1.0,0.0,True
164,dunce,1.0,1.0,1,1.0,0.0,True
165,dupe,1.0,0.0,0,0.3333333333333333,0.22222222222222224,False
166,dyke,2.0,2.0,1,1.6666666666666667,0.2222222222222222,True
167,earsplitting,0.0,0.0,0,0.0,0.0,False
168,effrontery,0.0,0.0,0,0.0,0.0,False
169,egomania,0.0,0.0,0,0.0,0.0,False
170,egotism,0.0,0.0,0,0.0,0.0,False
171,egotistical,1.0,1.0,0,0.6666666666666666,0.22222222222222224,True
172,embarrassing,0.0,0.0,0,0.0,0.0,False
173,embarrassment,1.0,0.0,0,0.3333333333333333,0.22222222222222224,False
174,enslave,0.0,0.0,0,0.0,0.0,False
175,envious,0.0,0.0,0,0.0,0.0,False
176,envy,0.0,0.0,0,0.0,0.0,False
177,envy,0.0,0.0,0,0.0,0.0,False
178,evil,1.0,0.0,0,0.3333333333333333,0.22222222222222224,False
179,evildoer,0.0,0.0,0,0.0,0.0,False
180,eviscerate,0.0,0.0,0,0.0,0.0,False
181,exploitation,0.0,0.0,0,0.0,0.0,False
182,exterminate,0.0,1.0,0,0.3333333333333333,0.22222222222222224,False
183,eyetie,1.0,1.0,1,1.0,0.0,True
184,fabricate,0.0,0.0,0,0.0,0.0,False
185,fag,2.0,2.0,2,2.0,0.0,True
186,faggot,2.0,2.0,2,2.0,0.0,True
187,fail,0.0,0.0,0,0.0,0.0,False
188,fanny,0.0,1.0,0,0.3333333333333333,0.22222222222222224,False
189,fart,0.0,0.0,0,0.0,0.0,False
190,fart,0.0,0.0,0,0.0,0.0,False
191,fatalistic,0.0,0.0,0,0.0,0.0,False
192,feeble,0.0,0.0,0,0.0,0.0,False
193,felon,0.0,0.0,0,0.0,0.0,False
194,felonious,1.0,0.0,0,0.3333333333333333,0.22222222222222224,False
195,fetid,1.0,0.0,0,0.3333333333333333,0.22222222222222224,False
196,fibber,1.0,0.0,0,0.3333333333333333,0.22222222222222224,False
197,fiend,1.0,0.0,1,0.6666666666666666,0.22222222222222224,True
198,filthy,1.0,0.0,0,0.3333333333333333,0.22222222222222224,False
199,finocchio,0.0,0.0,1,0.3333333333333333,0.22222222222222224,False
200,flaky,0.0,0.0,0,0.0,0.0,False
201,flamer,1.0,0.0,1,0.6666666666666666,0.22222222222222224,True
202,flid,1.0,0.0,1,0.6666666666666666,0.22222222222222224,True
203,foolishness,0.0,0.0,0,0.0,0.0,False
204,foul,1.0,0.0,0,0.3333333333333333,0.22222222222222224,False
205,foulness,1.0,0.0,0,0.3333333333333333,0.22222222222222224,False
206,fraudulent,1.0,0.0,0,0.3333333333333333,0.22222222222222224,False
207,freakish,1.0,0.0,0,0.3333333333333333,0.22222222222222224,False
208,frigid,0.0,0.0,0,0.0,0.0,False
209,frocio,2.0,0.0,1,1.0,0.6666666666666666,True
210,fuck,1.0,1.0,0,0.6666666666666666,0.22222222222222224,True
211,fuck,1.0,1.0,0,0.6666666666666666,0.22222222222222224,True
212,gauche,0.0,1.0,0,0.3333333333333333,0.22222222222222224,False
213,geezer,1.0,0.0,0,0.3333333333333333,0.22222222222222224,False
214,genocide,1.0,0.0,0,0.3333333333333333,0.22222222222222224,False
215,gibber,0.0,0.0,0,0.0,0.0,False
216,ginger,0.0,0.0,0,0.0,0.0,False
217,ginzo,1.0,2.0,1,1.3333333333333333,0.2222222222222222,True
218,gippo,1.0,0.0,1,0.6666666666666666,0.22222222222222224,True
219,gobber,0.0,0.0,0,0.0,0.0,False
220,goof,0.0,0.0,0,0.0,0.0,False
221,gook,2.0,1.0,1,1.3333333333333333,0.2222222222222222,True
222,gossip,0.0,0.0,0,0.0,0.0,False
223,gossip,0.0,0.0,0,0.0,0.0,False
224,graceless,1.0,0.0,0,0.3333333333333333,0.22222222222222224,False
225,greaseball,1.0,0.0,1,0.6666666666666666,0.22222222222222224,True
226,greed,0.0,0.0,0,0.0,0.0,False
227,grimace,0.0,0.0,0,0.0,0.0,False
228,gringo,0.0,1.0,1,0.6666666666666666,0.22222222222222224,True
229,groid,2.0,2.0,1,1.6666666666666667,0.2222222222222222,True
230,grotesque,1.0,0.0,0,0.3333333333333333,0.22222222222222224,False
231,grouch,0.0,0.0,0,0.0,0.0,False
232,grouchy,0.0,0.0,0,0.0,0.0,False
233,gruesome,0.0,0.0,0,0.0,0.0,False
234,gubba,0.0,0.0,1,0.3333333333333333,0.22222222222222224,False
235,gurrier,0.0,1.0,1,0.6666666666666666,0.22222222222222224,True
236,gyp,0.0,1.0,0,0.3333333333333333,0.22222222222222224,False
237,gyppo,1.0,0.0,1,0.6666666666666666,0.22222222222222224,True
238,hairyback,1.0,0.0,1,0.6666666666666666,0.22222222222222224,True
239,halfhearted,0.0,0.0,0,0.0,0.0,False
240,halfrican,1.0,1.0,1,1.0,0.0,True
241,haphazard,0.0,0.0,0,0.0,0.0,False
242,harridan,0.0,1.0,0,0.3333333333333333,0.22222222222222224,False
243,hate,0.0,0.0,0,0.0,0.0,False
244,hateful,0.0,0.0,0,0.0,0.0,False
245,hater,0.0,0.0,0,0.0,0.0,False
246,hayseed,0.0,1.0,1,0.6666666666666666,0.22222222222222224,True
247,heartless,1.0,0.0,0,0.3333333333333333,0.22222222222222224,False
248,heathen,1.0,1.0,1,1.0,0.0,True
249,heavy-handed,0.0,0.0,0,0.0,0.0,False
250,heckle,0.0,0.0,0,0.0,0.0,False
251,heeb,1.0,0.0,1,0.6666666666666666,0.22222222222222224,True
252,heretical,0.0,0.0,0,0.0,0.0,False
253,hick,1.0,1.0,1,1.0,0.0,True
254,hillbilly,1.0,1.0,1,1.0,0.0,True
255,hoax,0.0,0.0,0,0.0,0.0,False
256,hoe,1.0,1.0,1,1.0,0.0,True
257,honky,0.0,1.0,0,0.3333333333333333,0.22222222222222224,False
258,hopeless,0.0,0.0,0,0.0,0.0,False
259,horrendous,0.0,0.0,0,0.0,0.0,False
260,horrid,0.0,0.0,0,0.0,0.0,False
261,huckster,0.0,0.0,0,0.0,0.0,False
262,humiliate,0.0,0.0,0,0.0,0.0,False
263,humping,0.0,0.0,0,0.0,0.0,False
264,hurt,0.0,0.0,0,0.0,0.0,False
265,hustler,0.0,0.0,0,0.0,0.0,False
266,hypocrite,0.0,1.0,0,0.3333333333333333,0.22222222222222224,False
267,idiocy,0.0,0.0,0,0.0,0.0,False
268,idiot,1.0,1.0,1,1.0,0.0,True
269,ignorant,0.0,1.0,0,0.3333333333333333,0.22222222222222224,False
270,ikey,1.0,1.0,1,1.0,0.0,True
271,imbecile,1.0,1.0,1,1.0,0.0,True
272,immoral,0.0,0.0,0,0.0,0.0,False
273,immorality,0.0,0.0,0,0.0,0.0,False
274,imperious,0.0,0.0,0,0.0,0.0,False
275,impertinent,0.0,0.0,0,0.0,0.0,False
276,impiety,0.0,0.0,0,0.0,0.0,False
277,incompetence,0.0,0.0,0,0.0,0.0,False
278,inconsiderate,0.0,0.0,0,0.0,0.0,False
279,incorrigible,0.0,0.0,0,0.0,0.0,False
280,ineptitude,0.0,0.0,0,0.0,0.0,False
281,infidel,0.0,1.0,1,0.6666666666666666,0.22222222222222224,True
282,infiltrator,0.0,0.0,0,0.0,0.0,False
283,ingrate,0.0,0.0,1,0.3333333333333333,0.22222222222222224,False
284,inhospitality,0.0,0.0,0,0.0,0.0,False
285,inhumanity,0.0,0.0,0,0.0,0.0,False
286,injun,0.0,2.0,2,1.3333333333333333,0.888888888888889,True
287,insane,0.0,0.0,0,0.0,0.0,False
288,insanity,0.0,0.0,0,0.0,0.0,False
289,insincerity,0.0,0.0,0,0.0,0.0,False
290,insubordinate,0.0,0.0,0,0.0,0.0,False
291,insufferable,1.0,0.0,0,0.3333333333333333,0.22222222222222224,False
292,insult,0.0,0.0,0,0.0,0.0,False
293,insulting,0.0,0.0,0,0.0,0.0,False
294,intimidate,0.0,0.0,0,0.0,0.0,False
295,intimidation,0.0,0.0,0,0.0,0.0,False
296,intrude,0.0,0.0,0,0.0,0.0,False
297,invective,0.0,0.0,0,0.0,0.0,False
298,invidious,0.0,0.0,0,0.0,0.0,False
299,irritant,0.0,0.0,0,0.0,0.0,False
300,ivory,0.0,0.0,0,0.0,0.0,False
301,jagoff,1.0,1.0,0,0.6666666666666666,0.22222222222222224,True
302,jealous,0.0,0.0,0,0.0,0.0,False
303,jeer,0.0,0.0,0,0.0,0.0,False
304,jerk,0.0,1.0,0,0.3333333333333333,0.22222222222222224,False
305,jigaboo,2.0,1.0,1,1.3333333333333333,0.2222222222222222,True
306,kick,0.0,0.0,0,0.0,0.0,False
307,kike,2.0,2.0,1,1.6666666666666667,0.2222222222222222,True
308,kill,0.0,1.0,0,0.3333333333333333,0.22222222222222224,False
309,killer,0.0,0.0,0,0.0,0.0,False
310,kook,0.0,1.0,0,0.3333333333333333,0.22222222222222224,False
311,kooky,0.0,0.0,0,0.0,0.0,False
312,kraut,0.0,1.0,1,0.6666666666666666,0.22222222222222224,True
313,kyke,2.0,2.0,1,1.6666666666666667,0.2222222222222222,True
314,lackadaisical,0.0,0.0,0,0.0,0.0,False
315,latrino,,2.0,1,1.5,0.25,True
316,lecher,0.0,0.0,0,0.0,0.0,False
317,lechery,0.0,0.0,0,0.0,0.0,False
318,leer,0.0,0.0,0,0.0,0.0,False
319,lesbo,1.0,2.0,1,1.3333333333333333,0.2222222222222222,True
320,lewd,0.0,0.0,0,0.0,0.0,False
321,lewdness,0.0,0.0,0,0.0,0.0,False
322,lezzie,1.0,2.0,1,1.3333333333333333,0.2222222222222222,True
323,licentious,0.0,0.0,0,0.0,0.0,False
324,lie,0.0,0.0,0,0.0,0.0,False
325,loathsome,0.0,1.0,0,0.3333333333333333,0.22222222222222224,False
326,loser,1.0,1.0,1,1.0,0.0,True
327,lousy,0.0,1.0,0,0.3333333333333333,0.22222222222222224,False
328,lubra,1.0,2.0,1,1.3333333333333333,0.2222222222222222,True
329,lurid,0.0,0.0,0,0.0,0.0,False
330,lurk,0.0,0.0,0,0.0,0.0,False
331,madman,0.0,1.0,0,0.3333333333333333,0.22222222222222224,False
332,madness,0.0,0.0,0,0.0,0.0,False
333,maggot,1.0,1.0,1,1.0,0.0,True
334,maliciousness,0.0,1.0,0,0.3333333333333333,0.22222222222222224,False
335,malign,0.0,0.0,0,0.0,0.0,False
336,malodorous,0.0,0.0,0,0.0,0.0,False
337,manipulative,0.0,1.0,0,0.3333333333333333,0.22222222222222224,False
338,massacre,0.0,0.0,0,0.0,0.0,False
339,merciless,0.0,0.0,0,0.0,0.0,False
340,midget,0.0,2.0,1,1.0,0.6666666666666666,True
341,miser,0.0,1.0,0,0.3333333333333333,0.22222222222222224,False
342,mockery,0.0,0.0,0,0.0,0.0,False
343,molest,0.0,2.0,0,0.6666666666666666,0.888888888888889,True
344,molestation,0.0,2.0,0,0.6666666666666666,0.888888888888889,True
345,mong,1.0,1.0,1,1.0,0.0,True
346,monster,1.0,1.0,0,0.6666666666666666,0.22222222222222224,True
347,mook,1.0,1.0,1,1.0,0.0,True
348,mope,0.0,0.0,0,0.0,0.0,False
349,moron,1.0,1.0,1,1.0,0.0,True
350,motherfucker,1.0,1.0,2,1.3333333333333333,0.2222222222222222,True
351,mudslinging,0.0,1.0,0,0.3333333333333333,0.22222222222222224,False
352,muff,0.0,1.0,0,0.3333333333333333,0.22222222222222224,False
353,mulato,0.0,1.0,1,0.6666666666666666,0.22222222222222224,True
354,murder,0.0,1.0,0,0.3333333333333333,0.22222222222222224,False
355,murder,0.0,1.0,0,0.3333333333333333,0.22222222222222224,False
356,mutt,1.0,1.0,0,0.6666666666666666,0.22222222222222224,True
357,muzzie,1.0,1.0,1,1.0,0.0,True
358,nacho,0.0,0.0,0,0.0,0.0,False
359,nag,0.0,0.0,1,0.3333333333333333,0.22222222222222224,False
360,nagging,0.0,0.0,0,0.0,0.0,False
361,nastiness,0.0,0.0,0,0.0,0.0,False
362,nasty,1.0,0.0,0,0.3333333333333333,0.22222222222222224,False
363,nefarious,0.0,1.0,0,0.3333333333333333,0.22222222222222224,False
364,negligence,0.0,0.0,0,0.0,0.0,False
365,negligent,0.0,0.0,0,0.0,0.0,False
366,negro,1.0,2.0,1,1.3333333333333333,0.2222222222222222,True
367,nigger,2.0,2.0,2,2.0,0.0,True
368,niglet,2.0,2.0,2,2.0,0.0,True
369,nonsense,0.0,0.0,0,0.0,0.0,False
370,nuisance,0.0,0.0,0,0.0,0.0,False
371,nutsack,1.0,1.0,0,0.6666666666666666,0.22222222222222224,True
372,obliterate,0.0,1.0,0,0.3333333333333333,0.22222222222222224,False
373,obscene,0.0,1.0,0,0.3333333333333333,0.22222222222222224,False
374,obscenity,0.0,0.0,0,0.0,0.0,False
375,obsess,0.0,0.0,0,0.0,0.0,False
376,obsessiveness,0.0,0.0,0,0.0,0.0,False
377,ocker,1.0,1.0,1,1.0,0.0,True
378,ofay,1.0,0.0,1,0.6666666666666666,0.22222222222222224,True
379,officious,0.0,0.0,0,0.0,0.0,False
380,onslaught,0.0,0.0,0,0.0,0.0,False
381,outrageousness,0.0,0.0,0,0.0,0.0,False
382,overzealous,0.0,0.0,0,0.0,0.0,False
383,paki,1.0,2.0,2,1.6666666666666667,0.2222222222222222,True
384,paleface,0.0,2.0,1,1.0,0.6666666666666666,True
385,pansy,1.0,1.0,1,1.0,0.0,True
386,paranoia,0.0,0.0,0,0.0,0.0,False
387,paranoid,0.0,0.0,0,0.0,0.0,False
388,peevish,0.0,1.0,0,0.3333333333333333,0.22222222222222224,False
389,penis,0.0,0.0,0,0.0,0.0,False
390,perfunctory,0.0,0.0,0,0.0,0.0,False
391,perish,0.0,0.0,0,0.0,0.0,False
392,perverse,1.0,0.0,0,0.3333333333333333,0.22222222222222224,False
393,perversion,0.0,1.0,0,0.3333333333333333,0.22222222222222224,False
394,perverted,0.0,1.0,0,0.3333333333333333,0.22222222222222224,False
395,piss,0.0,1.0,0,0.3333333333333333,0.22222222222222224,False
396,plague,0.0,0.0,0,0.0,0.0,False
397,pogue,0.0,0.0,1,0.3333333333333333,0.22222222222222224,False
398,poisonous,1.0,1.0,0,0.6666666666666666,0.22222222222222224,True
399,polack,0.0,2.0,1,1.0,0.6666666666666666,True
400,pommy,0.0,0.0,0,0.0,0.0,False
401,pompous,0.0,0.0,0,0.0,0.0,False
402,pout,0.0,0.0,0,0.0,0.0,False
403,prattle,0.0,0.0,0,0.0,0.0,False
404,prejudicial,0.0,0.0,0,0.0,0.0,False
405,presumptuous,0.0,0.0,0,0.0,0.0,False
406,pretentious,0.0,0.0,0,0.0,0.0,False
407,prick,1.0,1.0,1,1.0,0.0,True
408,profane,0.0,0.0,0,0.0,0.0,False
409,pry,0.0,0.0,0,0.0,0.0,False
410,pullock,0.0,,1,0.5,0.25,False
411,pussy,1.0,1.0,2,1.3333333333333333,0.2222222222222222,True
412,queer,1.0,1.0,1,1.0,0.0,True
413,raghead,1.0,2.0,2,1.6666666666666667,0.2222222222222222,True
414,rant,0.0,0.0,0,0.0,0.0,False
415,recalcitrant,0.0,0.0,0,0.0,0.0,False
416,recklessness,0.0,0.0,0,0.0,0.0,False
417,redneck,0.0,1.0,1,0.6666666666666666,0.22222222222222224,True
418,remorseless,0.0,0.0,0,0.0,0.0,False
419,reprehensible,0.0,1.0,0,0.3333333333333333,0.22222222222222224,False
420,retard,1.0,2.0,1,1.3333333333333333,0.2222222222222222,True
421,revengeful,0.0,0.0,0,0.0,0.0,False
422,revile,0.0,0.0,0,0.0,0.0,False
423,ridicule,0.0,0.0,0,0.0,0.0,False
424,rot,0.0,0.0,0,0.0,0.0,False
425,rotten,1.0,0.0,0,0.3333333333333333,0.22222222222222224,False
426,roundeye,1.0,0.0,1,0.6666666666666666,0.22222222222222224,True
427,rude,0.0,0.0,0,0.0,0.0,False
428,ruffian,0.0,0.0,0,0.0,0.0,False
429,ruthlessness,0.0,0.0,0,0.0,0.0,False
430,sanctimonious,0.0,0.0,0,0.0,0.0,False
431,savage,1.0,1.0,0,0.6666666666666666,0.22222222222222224,True
432,savage,1.0,1.0,0,0.6666666666666666,0.22222222222222224,True
433,scag,0.0,0.0,1,0.3333333333333333,0.22222222222222224,False
434,scandalize,0.0,0.0,0,0.0,0.0,False
435,scank,1.0,1.0,2,1.3333333333333333,0.2222222222222222,True
436,scheming,0.0,0.0,0,0.0,0.0,False
437,schlong,0.0,1.0,0,0.3333333333333333,0.22222222222222224,False
438,schmuck,0.0,1.0,1,0.6666666666666666,0.22222222222222224,True
439,scoundrel,0.0,0.0,0,0.0,0.0,False
440,scowl,0.0,0.0,0,0.0,0.0,False
441,scum,1.0,1.0,1,1.0,0.0,True
442,second-class,1.0,0.0,1,0.6666666666666666,0.22222222222222224,True
443,seedy,0.0,0.0,0,0.0,0.0,False
444,self-interested,0.0,0.0,0,0.0,0.0,False
445,servitude,0.0,0.0,0,0.0,0.0,False
446,shady,0.0,1.0,0,0.3333333333333333,0.22222222222222224,False
447,sham,1.0,1.0,0,0.6666666666666666,0.22222222222222224,True
448,shame,0.0,0.0,0,0.0,0.0,False
449,shame,0.0,0.0,0,0.0,0.0,False
450,shamelessness,0.0,0.0,0,0.0,0.0,False
451,shirk,0.0,0.0,0,0.0,0.0,False
452,shirker,0.0,0.0,0,0.0,0.0,False
453,shit,1.0,1.0,0,0.6666666666666666,0.22222222222222224,True
454,shitty,1.0,1.0,0,0.6666666666666666,0.22222222222222224,True
455,shyster,0.0,1.0,1,0.6666666666666666,0.22222222222222224,True
456,silly,0.0,0.0,0,0.0,0.0,False
457,skanger,1.0,0.0,1,0.6666666666666666,0.22222222222222224,True
458,sketchy,0.0,1.0,0,0.3333333333333333,0.22222222222222224,False
459,slander,0.0,1.0,0,0.3333333333333333,0.22222222222222224,False
